phi_deg,none disabled,L<=0.01 disabled,L<=0.02 disabled,L<=0.03 disabled,L<=0.04 disabled,L<=0.05 disabled,L<=0.06 disabled,L<=0.07 disabled,L<=0.08 disabled,L<=0.09 disabled,L<=0.10 disabled,L<=0.11 disabled,L<=0.12 disabled,L<=0.13 disabled,L<=0.14 disabled,L<=0.15 disabled,L<=0.16 disabled,L<=0.17 disabled,L<=0.18 disabled,L<=0.19 disabled
12.25,4790487753951919.0,4790487753951919.0,4790476115283533.0,4238377498009610.5,4238323901169790.5,3187041594534734.5,3186989860049274.0,2236833194629393.5,2236786846188705.5,1336296474896363.2,1336257724585903.2,785012027227263.8,784991551495697.0,444161074962903.94,444146954837291.1,221841013988869.47,221832886458974.28,95010369794056.08,95005959834134.55,4811419001.039654
12.75,3569993705300964.5,3569993705300964.5,3569993705301569.5,3381326560663638.5,3381302353946301.5,2889686598248520.5,2889656444904637.5,2148115392930975.0,2148069893867295.2,1190301821441923.2,1190260702422043.2,628307905216036.0,628288625639614.0,343712140197910.06,343702173748016.75,211824701792801.16,211819678428144.4,113154714102449.8,113149883217107.45,5309778821.706169
13.25,3229574453220068.0,3229574453220068.0,3229574453220068.0,3095036387552148.0,3095019125804015.0,2742880567279615.5,2742855939647859.5,2060368482856903.2,2060323671908349.8,1097199949010996.4,1097158710844899.6,548646999573314.44,548629093151970.3,303651945033481.56,303644085430201.2,209472582269895.7,209468741533393.72,120095623029843.8,120090550954925.73,5543718412.323398
13.75,2705039662316297.0,2705039662316297.0,2705039662316297.0,2667274455833553.5,2667269610412891.5,2564493953055703.0,2564479627434263.5,1975953941384296.5,1975910646629836.0,1031670472629729.4,1031631911761995.4,527089461445350.7,527074496849970.44,329610722499443.0,329603769701553.56,217315225491735.34,217310362970406.28,117013879426334.84,117008651546842.7,5289129038.926188
14.25,2475846436558597.5,2475846436558597.5,2475846436558597.5,2475846434928330.5,2475846434928121.5,2470718679260019.5,2470709173734460.0,1923670136783327.2,1923627574069745.8,995233153299463.9,995196485887839.4,520098019639416.56,520084476931028.8,341178686869619.1,341172036134713.9,221152822169407.0,221147515026153.3,115663750654599.78,115658435891576.2,5041100140.885153
14.75,2078234495117014.2,2078234495117014.2,2078234495117014.2,2078234495117014.2,2078234495117014.2,2074334364088866.0,2074326890016793.5,1643143248858765.2,1643109005471666.0,906973533045680.6,906944359971974.0,537806702399142.0,537795085471327.9,362509235413193.56,362501421408797.94,217886761540716.44,217880874337039.12,110529969721682.05,110524756433660.45,4174851471.238882
15.25,1924580618169233.2,1924580618169233.2,1924580618169233.2,1924580618169233.2,1924580618169233.2,1922270984285381.0,1922264735599410.0,1546929659553652.2,1546899022614927.2,884233563024138.0,884206941667867.0,546255452956578.6,546243946059758.1,360987061937213.7,360978373986988.3,202357755319301.6,202351756982743.4,100786289805192.22,100781487822254.2,3753333923.094164
15.75,1649092046628589.0,1649092046628589.0,1649092046628589.0,1649092046628589.0,1649092046628589.0,1649092046694674.0,1649087665384068.8,1342226903682221.8,1342202036713259.5,798701440861569.1,798679184763097.0,487012520652245.56,487000255454552.3,276073689436396.88,276064279989773.4,115744437747359.42,115738888391142.02,38187940089338.66,38185398126164.43,1500275042.296982
16.25,1526902136719173.5,1526902136719173.5,1526902136719173.5,1526902136719173.5,1526902136719173.5,1526902136719173.5,1526898908162676.5,1258011344669809.8,1257989946258429.5,798083478639160.2,798064549965917.5,505130374892886.7,505117448905241.8,271591157310265.66,271581188360477.56,111707448494542.53,111702086150538.4,37158307875193.98,37155882652923.82,1501779426.2182481
16.75,1402835713092916.8,1402835713092916.8,1402835713092916.8,1402835713092916.8,1402835713092916.8,1402835713092916.8,1402833441483226.5,1165721610685162.8,1165703106985534.5,775651985237913.2,775635899389313.2,499847925259396.0,499834490804700.9,252946210944432.06,252936332535295.6,108396355544675.0,108391921996644.97,43804085039618.82,43801738337822.94,1785375214.6819592
17.25,1270062969058912.8,1270062969058912.8,1270062969058912.8,1270062969058912.8,1270062969058912.8,1270062969058912.8,1270061014692001.0,1088270696944371.6,1088256887388219.5,790111064955586.5,790097250353125.8,515311499417228.0,515297065741775.75,253126595755703.97,253116455808017.84,108923930184299.61,108919568898447.19,45107120679867.79,45104754320337.65,1846756226.4213245
17.75,1110600823419744.9,1110600823419744.9,1110600823419744.9,1110600823419744.9,1110600823419744.9,1110600823419744.9,1110599247102047.0,974271947083424.6,974261861216805.8,746889003408741.4,746877173476310.1,481600044462156.44,481586055654506.2,242521387702160.84,242512894543718.78,127455111517506.44,127451039784991.7,54789479677982.23,54786448573444.75,1987690676.455091
18.25,986432878955305.2,986432878955305.2,986432878955305.2,986432878955305.2,986432878955305.2,986432878955305.2,986431325714018.0,883097674639875.5,883090784897274.0,721054177706396.8,721044155779773.8,465790167319537.1,465776523912536.6,242905343840863.56,242897875161060.84,144422020795614.03,144417962700788.1,62510160880408.266,62506555352812.26,2035140709.6749494
18.75,966602898852675.5,966602898852675.5,966602898852675.5,966602898852675.5,966602898852675.5,966602898852675.5,966601457919865.9,871777365004951.1,871771048914244.1,720428048728978.2,720418283902858.6,465886115345230.2,465872383604170.1,241089972439763.47,241082449243435.88,142303063090317.84,142298998660681.25,60680924887346.75,60677364925507.19,1951435156.0822568
19.25,760742135522973.1,760742135522973.1,760742135522973.1,760742135522973.1,760742135522973.1,760742135522973.1,760741535340548.1,720880160450126.6,720877298630819.4,636047816943632.9,636040496533484.5,421193706535370.56,421182058664346.5,239222683877321.72,239217000893917.12,158162416812907.12,158157738786891.06,60554953539713.4,60550849468167.73,1869861922.5758262
19.75,711214572931591.4,711214572931591.4,711214572931591.4,711214572931591.4,711214572931591.4,711214572931591.4,711214039592913.8,675856626320796.0,675854124067230.0,600908615831304.5,600901808496483.9,396337734668097.75,396326809514360.6,228878915686284.78,228873869764276.03,155429732693811.88,155425108421284.47,58474858167424.6,58470789318905.95,1860892551.6612036
