phi_deg,none disabled,L<=0.01 disabled,L<=0.02 disabled,L<=0.03 disabled,L<=0.04 disabled,L<=0.05 disabled,L<=0.06 disabled,L<=0.07 disabled,L<=0.08 disabled,L<=0.09 disabled,L<=0.10 disabled,L<=0.11 disabled,L<=0.12 disabled,L<=0.13 disabled,L<=0.14 disabled,L<=0.15 disabled,L<=0.16 disabled,L<=0.17 disabled,L<=0.18 disabled,L<=0.19 disabled
3.25,5.862664655937435e+18,3.772838986430787e+17,3.772457411431417e+17,1.242848560042501e+17,1.2427904582625272e+17,6.103263474179389e+16,6.10307170331514e+16,3.601411611589041e+16,3.6013223629406624e+16,2.2740421634897e+16,2.2739905398324684e+16,1.449342605394999e+16,1.4493093729108306e+16,9013602822807960.0,9013373657938110.0,5150941144289825.0,5150774000186213.0,2242226703557357.2,2242099942619082.2,99300062259.40718
3.75,5.846383262288932e+18,3.7078668964404806e+17,3.7074897993429715e+17,1.2231519651148898e+17,1.2230951153823928e+17,6.039782667115404e+16,6.0395940639895144e+16,3.5654685355727496e+16,3.565379895482635e+16,2.2430886437677544e+16,2.2430370980154356e+16,1.418854668865822e+16,1.4188214483004788e+16,8710389283886434.0,8710160357743387.0,4859293815670075.0,4859127747607510.0,2016610461265033.2,2016490324154947.8,80248582938.96922
4.25,5.727312011339611e+18,3.636555434287052e+17,3.6361839724368794e+17,1.1753531833205565e+17,1.1752966029267766e+17,5.572114333612463e+16,5.57192587354985e+16,3.0990194429582028e+16,3.09893083855761e+16,1.7771446448188246e+16,1.777093118193877e+16,9623412478495942.0,9623093573567498.0,4620834350737185.0,4620647933214762.0,1940154619958519.2,1940058397854135.8,608023561277373.2,607979142883288.2,24637419359.819466
4.75,5.702080775337605e+18,3.510745925614757e+17,3.5103748522912403e+17,1.0516939325275096e+17,1.0516373944269914e+17,4.360807010676793e+16,4.360621226879775e+16,1.961632831583861e+16,1.961550728270728e+16,8413757024654959.0,8413372396419253.0,3528244285042202.0,3528096389060215.0,1807139476942641.2,1807083228571404.8,1015835840322192.2,1015804139488727.6,452565568612298.4,452540765461895.25,21248820505.63292
5.25,5.667179524389827e+18,3.1468254161162074e+17,3.146457322985072e+17,7.639472780188891e+16,7.638944619409138e+16,2.2875511628074116e+16,2.2874088213450156e+16,7504513533376530.0,7504109925131813.0,3630718227614257.5,3630626809330994.5,2442339480908330.5,2442287623662234.0,1644036551112030.0,1644001333208975.0,1019338653043629.9,1019308138176598.9,455156642911414.6,455131729388056.8,21500992478.42009
5.75,5.077466883613104e+18,2.1169546439198925e+17,2.1166461073957648e+17,3.452063331334466e+16,3.4517337343775444e+16,8333406146563404.0,8332900039518128.0,4692922191083492.0,4692838082556870.0,3512525095081021.0,3512469538402033.0,2478152668650622.5,2478102734968902.0,1677634518887116.2,1677599109537598.2,1050260006539560.0,1050229216815739.5,474919384282822.4,474893622083889.9,22310793656.35797
6.25,3.197961707641929e+18,7.759968419590256e+16,7.758474955228237e+16,1.3218933931823296e+16,1.3218075974096288e+16,7386482271871758.0,7386318981518808.0,4906038565906820.0,4905950108813856.0,3591984789754509.5,3591926397290264.0,2526543656038516.5,2526492863504194.0,1708863283558657.2,1708826756242622.2,1054906432483421.1,1054874155978196.1,460164632362927.25,460138857480447.25,21287828751.43721
6.75,4.79500618574173e+17,2.167287391093423e+16,2.1671466245416944e+16,1.2499629705866484e+16,1.2499337649642606e+16,7799817314148981.0,7799635859348501.0,4964600085891821.0,4964503993925440.0,3608986437175299.0,3608926976061763.5,2513603382457387.5,2513550767910051.5,1667500863056419.2,1667463515103406.8,1016092855099467.4,1016061770870503.4,450680282325974.94,450655504942568.6,21024014234.72903
7.25,1.6080847922305546e+17,1.7073318130408536e+16,1.70729442719591e+16,1.2523210268950134e+16,1.252297446063292e+16,7957721442072223.0,7957533213374895.0,4970443389908415.0,4970341850045128.0,3547761825008797.0,3547699732568197.0,2415794295447738.0,2415741348808161.0,1592832464497306.8,1592796933299741.2,970800898150248.6,970770570600233.8,413437884547460.94,413413912701858.3,16976950735.472214
7.75,1.5275290162334218e+16,1.5275284451122738e+16,1.5275228458339678e+16,1.233258487420967e+16,1.2332372109010552e+16,7801662325024072.0,7801466572550258.0,4643719755619249.0,4643612275321221.0,3163804357442197.0,3163742567201590.5,2084131208806142.2,2084080938125197.8,1286788116265031.0,1286753216299643.8,683179358773325.9,683151337964114.5,230417495754106.4,230401576906220.6,9260241928.113115
8.25,1.4675342604197788e+16,1.4675342604197788e+16,1.4675285070159702e+16,1.181286940288697e+16,1.1812657877205182e+16,7293949505924036.0,7293751468374412.0,4107447372090589.0,4107339765661213.5,2654467606856263.5,2654407503067813.5,1592942301354126.8,1592893099949283.8,848267455327261.5,848237994557864.5,419698587262310.75,419682738103618.9,174232110626210.78,174221833084832.72,8145855131.780068
