L_rlu,Qz_A_inv,F2,R_HT_p_0p01,I_HT_p_0p01,R_HT_p_0p001,I_HT_p_0p001,R_HT_p_0p0001,I_HT_p_0p0001,R_HT_p_0p0,I_HT_p_0p0
0.061,0.013384351995318997,597155.476484741,0.01351789577118197,531725902571916.75,0.01351789577118197,531725902571916.75,0.01351789577118197,531725902571916.75,0.01351789577118197,531725902571916.75
0.062,0.013603767601799635,596919.733809141,0.0510046324040583,2005473199517830.5,0.0510046324040583,2005473199517830.5,0.0510046324040583,2005473199517830.5,0.0510046324040583,2005473199517830.5
0.063,0.013823183208280276,596680.1027877035,0.10663512497378519,4191149399692275.0,0.10663512497378519,4191149399692275.0,0.10663512497378519,4191149399692275.0,0.10663512497378519,4191149399692275.0
0.064,0.014042598814760915,596436.5871937915,0.17326307987975326,6807091848251096.0,0.17326307987975326,6807091848251096.0,0.17326307987975326,6807091848251096.0,0.17326307987975326,6807091848251096.0
0.065,0.014262014421241554,596189.1908620482,0.24318575476022997,9550223455484176.0,0.24318575476022997,9550223455484176.0,0.24318575476022997,9550223455484176.0,0.24318575476022997,9550223455484176.0
0.066,0.014481430027722194,595937.9176883178,0.3088874784376543,1.2125303740703128e+16,0.3088874784376543,1.2125303740703128e+16,0.3088874784376543,1.2125303740703128e+16,0.3088874784376543,1.2125303740703128e+16
0.067,0.014700845634202833,595682.7716295625,0.3637225852796007,1.4271729738674872e+16,0.3637225852796007,1.4271729738674872e+16,0.3637225852796007,1.4271729738674872e+16,0.3637225852796007,1.4271729738674872e+16
0.068,0.014920261240683472,595423.7567037783,0.402479196666477,1.5785592956989934e+16,0.402479196666477,1.5785592956989934e+16,0.402479196666477,1.5785592956989934e+16,0.402479196666477,1.5785592956989934e+16
0.069,0.015139676847164113,595160.8769899114,0.42177926297630963,1.6535255223061468e+16,0.42177926297630963,1.6535255223061468e+16,0.42177926297630963,1.6535255223061468e+16,0.42177926297630963,1.6535255223061468e+16
0.07,0.015359092453644752,594894.1366277718,0.42028749829469775,1.6469388121469956e+16,0.42028749829469775,1.6469388121469956e+16,0.42028749829469775,1.6469388121469956e+16,0.42028749829469775,1.6469388121469956e+16
0.07100000000000001,0.015578508060125392,594623.5398179448,0.3987206009994584,1.561716063044217e+16,0.3987206009994584,1.561716063044217e+16,0.3987206009994584,1.561716063044217e+16,0.3987206009994584,1.561716063044217e+16
