L_rlu,Qz_A_inv,F2,R_HT_p_0p01,I_HT_p_0p01,R_HT_p_0p001,I_HT_p_0p001,R_HT_p_0p0001,I_HT_p_0p0001,R_HT_p_0p0,I_HT_p_0p0
1.879,0.4122819245771212,2003.626197173592,0.0035620715123130253,470122069828.05817,0.0035620715123130253,470122069828.05817,0.0035620715123130253,470122069828.05817,0.0035620715123130253,470122069828.05817
1.8800000000000001,0.4125013401836019,1969.25446360291,7.379130990301519e-06,957190461.8754547,7.379130990301519e-06,957190461.8754547,7.379130990301519e-06,957190461.8754547,7.379130990301519e-06,957190461.8754547
1.881,0.4127207557900825,1935.1892862801562,0.003677061366803969,468722318207.00226,0.003677061366803969,468722318207.00226,0.003677061366803969,468722318207.00226,0.003677061366803969,468722318207.00226
1.8820000000000001,0.4129401713965632,1901.4307811574447,0.014558820294435861,1823467426076.9097,0.014558820294435861,1823467426076.9097,0.014558820294435861,1823467426076.9097,0.014558820294435861,1823467426076.9097
1.883,0.4131595870030438,1867.9790512626707,0.03192899149999619,3928696742434.518,0.03192899149999619,3928696742434.518,0.03192899149999619,3928696742434.518,0.03192899149999619,3928696742434.518
1.8840000000000001,0.4133790026095244,1834.834186721857,0.05440085529235148,6574971204060.211,0.05440085529235148,6574971204060.211,0.05440085529235148,6574971204060.211,0.05440085529235148,6574971204060.211
1.885,0.41359841821600507,1801.9962647821324,0.08003977165637707,9500599953989.367,0.08003977165637707,9500599953989.367,0.08003977165637707,9500599953989.367,0.08003977165637707,9500599953989.367
1.8860000000000001,0.4138178338224857,1769.4653498352159,0.1065360276471631,12417376978965.295,0.1065360276471631,12417376978965.295,0.1065360276471631,12417376978965.295,0.1065360276471631,12417376978965.295
1.887,0.41403724942896636,1737.2414934412122,0.131420346914974,15038831975443.336,0.131420346914974,15038831975443.336,0.131420346914974,15038831975443.336,0.131420346914974,15038831975443.336
1.8880000000000001,0.414256665035447,1705.3247343529283,0.15230234611045476,17108226392309.844,0.15230234611045476,17108226392309.844,0.15230234611045476,17108226392309.844,0.15230234611045476,17108226392309.844
1.889,0.41447608064192765,1673.715098540799,0.16710932618219104,18423558852092.71,0.16710932618219104,18423558852092.71,0.16710932618219104,18423558852092.71,0.16710932618219104,18423558852092.71
1.8900000000000001,0.4146954962484083,1642.4125992180166,0.17430199680619324,18857144732433.207,0.17430199680619324,18857144732433.207,0.17430199680619324,18857144732433.207,0.17430199680619324,18857144732433.207
1.891,0.4149149118548889,1611.4172368663794,0.17304519516290373,18367872407943.25,0.17304519516290373,18367872407943.25,0.17304519516290373,18367872407943.25,0.17304519516290373,18367872407943.25
1.8920000000000001,0.4151343274613696,1580.7289992623516,0.16331530859203666,17004960231347.443,0.16331530859203666,17004960231347.443,0.16331530859203666,17004960231347.443,0.16331530859203666,17004960231347.443
1.893,0.41535374306785017,1550.347861503825,0.14593166333792681,14902872681555.885,0.14593166333792681,14902872681555.885,0.14593166333792681,14902872681555.885,0.14593166333792681,14902872681555.885
1.8940000000000001,0.41557315867433087,1520.2737860371315,0.12250612426390803,12267919325411.248,0.12250612426390803,12267919325411.248,0.12250612426390803,12267919325411.248,0.12250612426390803,12267919325411.248
1.895,0.41579257428081146,1490.5067226846115,0.09531293463080973,9357871659135.227,0.09531293463080973,9357871659135.227,0.09531293463080973,9357871659135.227,0.09531293463080973,9357871659135.227
1.8960000000000001,0.4160119898872921,1461.0466086726324,0.06708868374779797,6456611359375.458,0.06708868374779797,6456611359375.458,0.06708868374779797,6456611359375.458,0.06708868374779797,6456611359375.458
1.897,0.41623140549377274,1431.8933686600415,0.040779464536188074,3846303062659.2534,0.040779464536188074,3846303062659.2534,0.040779464536188074,3846303062659.2534,0.040779464536188074,3846303062659.2534
1.8980000000000001,0.4164508211002534,1403.0469147669965,0.01925805384712035,1779819226169.3154,0.01925805384712035,1779819226169.3154,0.01925805384712035,1779819226169.3154,0.01925805384712035,1779819226169.3154
1.899,0.41667023670673403,1374.5071466044267,0.005037707318404187,456111727026.6656,0.005037707318404187,456111727026.6656,0.005037707318404187,456111727026.6656,0.005037707318404187,456111727026.6656
1.9000000000000001,0.4168896523132147,1346.2739513037036,1.0472010292090772e-05,928655867.8677365,1.0472010292090772e-05,928655867.8677365,1.0472010292090772e-05,928655867.8677365,1.0472010292090772e-05,928655867.8677365
1.901,0.4171090679196953,1318.347203546948,0.005236569006667083,454745004923.65955,0.005236569006667083,454745004923.65955,0.005236569006667083,454745004923.65955,0.005236569006667083,454745004923.65955
1.9020000000000001,0.41732848352617596,1290.7267655976405,0.020807418527629126,1769065132763.7463,0.020807418527629126,1769065132763.7463,0.020807418527629126,1769065132763.7463,0.020807418527629126,1769065132763.7463
1.903,0.41754789913265655,1263.4124873318106,0.045798560231281725,3811433040081.4634,0.045798560231281725,3811433040081.4634,0.045798560231281725,3811433040081.4634,0.045798560231281725,3811433040081.4634
1.9040000000000001,0.41776731473913725,1236.404206269517,0.07832058543690834,6378634287260.105,0.07832058543690834,6378634287260.105,0.07832058543690834,6378634287260.105,0.07832058543690834,6378634287260.105
1.905,0.41798673034561784,1209.7017476068643,0.11566696410322265,9216774221849.885,0.11566696410322265,9216774221849.885,0.11566696410322265,9216774221849.885,0.11566696410322265,9216774221849.885
1.9060000000000001,0.41820614595209854,1183.3049242483712,0.15454816783307138,12046249021654.482,0.15454816783307138,12046249021654.482,0.15454816783307138,12046249021654.482,0.15454816783307138,12046249021654.482
1.907,0.41842556155857913,1157.2135368399029,0.19139266678529168,14589153813677.223,0.19139266678529168,14589153813677.223,0.19139266678529168,14589153813677.223,0.19139266678529168,14589153813677.223
1.9080000000000001,0.4186449771650598,1131.4273738018535,0.22268808988613187,16596441369029.584,0.22268808988613187,16596441369029.584,0.22268808988613187,16596441369029.584,0.22268808988613187,16596441369029.584
1.909,0.4188643927715404,1105.9462113629659,0.2453308468312355,17872177422822.137,0.2453308468312355,17872177422822.137,0.2453308468312355,17872177422822.137,0.2453308468312355,17872177422822.137
1.9100000000000001,0.41908380837802106,1080.7698135943153,0.2569503885242571,18292530544198.645,0.2569503885242571,18292530544198.645,0.2569503885242571,18292530544198.645,0.2569503885242571,18292530544198.645
1.911,0.4193032239845017,1055.8979324440159,0.25617534824526955,17817656364930.39,0.25617534824526955,17817656364930.39,0.25617534824526955,17817656364930.39,0.25617534824526955,17817656364930.39
1.9120000000000001,0.41952263959098235,1031.3303077720825,0.2428130843404503,16495336150441.65,0.2428130843404503,16495336150441.65,0.2428130843404503,16495336150441.65,0.2428130843404503,16495336150441.65
1.913,0.419742055197463,1007.0666673859049,0.21792135514982022,14456039178357.041,0.21792135514982022,14456039178357.041,0.21792135514982022,14456039178357.041,0.21792135514982022,14456039178357.041
1.9140000000000001,0.41996147080394364,983.1067270760116,0.1837604249411669,11899917715120.49,0.1837604249411669,11899917715120.49,0.1837604249411669,11899917715120.49,0.1837604249411669,11899917715120.49
1.915,0.4201808864104242,959.4501906523416,0.14362500376760237,9077030413951.023,0.14362500376760237,9077030413951.023,0.14362500376760237,9077030413951.023,0.14362500376760237,9077030413951.023
1.9160000000000001,0.4204003020169049,936.096749980859,0.10156706203902162,6262747922348.422,0.10156706203902162,6262747922348.422,0.10156706203902162,6262747922348.422,0.10156706203902162,6262747922348.422
1.917,0.4206197176233855,913.0460850206663,0.062031637576243664,3730759460526.842,0.062031637576243664,3730759460526.842,0.062031637576243664,3730759460526.842,0.062031637576243664,3730759460526.842
1.9180000000000001,0.4208391332298662,890.2978638613913,0.029437182403086695,1726326249844.608,0.029437182403086695,1726326249844.608,0.029437182403086695,1726326249844.608,0.029437182403086695,1726326249844.608
1.919,0.4210585488363468,867.8517427611572,0.007738803421021032,442395457429.764,0.007738803421021032,442395457429.764,0.007738803421021032,442395457429.764,0.007738803421021032,442395457429.764
1.92,0.42127796444282745,845.7073661847846,1.616882788141538e-05,900720309.4879366,1.616882788141538e-05,900720309.4879366,1.616882788141538e-05,900720309.4879366,1.616882788141538e-05,900720309.4879366
1.921,0.4214973800493081,823.8643668425508,0.008127403933429207,441061213816.7182,0.008127403933429207,441061213816.7182,0.008127403933429207,441061213816.7182,0.008127403933429207,441061213816.7182
1.922,0.4217167956557887,802.3223657292327,0.032465856212579636,1715801581487.5662,0.032465856212579636,1715801581487.5662,0.032465856212579636,1715801581487.5662,0.032465856212579636,1715801581487.5662
1.923,0.4219362112622694,781.0809721636186,0.07184841437067746,3696617798780.821,0.07184841437067746,3696617798780.821,0.07184841437067746,3696617798780.821,0.07184841437067746,3696617798780.821
1.924,0.42215562686874997,760.1397838284166,0.12355273114557179,6186387462643.23,0.12355273114557179,6186387462643.23,0.12355273114557179,6186387462643.23,0.12355273114557179,6186387462643.23
1.925,0.42237504247523067,739.4983868104883,0.18350716089350275,8938847973324.816,0.18350716089350275,8938847973324.816,0.18350716089350275,8938847973324.816,0.18350716089350275,8938847973324.816
1.926,0.42259445808171126,719.156355641601,0.2466226680670178,11682818206701.115,0.2466226680670178,11682818206701.115,0.2466226680670178,11682818206701.115,0.2466226680670178,11682818206701.115
1.927,0.4228138736881919,699.1132533394331,0.3072417291693557,14148781505784.248,0.3072417291693557,14148781505784.248,0.3072417291693557,14148781505784.248,0.3072417291693557,14148781505784.248
1.928,0.42303328929467254,679.3686314490708,0.3596667075903656,16095224314265.346,0.3596667075903656,16095224314265.346,0.3596667075903656,16095224314265.346,0.3596667075903656,16095224314265.346
1.929,0.4232527049011532,659.9220300848624,0.3987206009994621,17332156662614.285,0.3987206009994621,17332156662614.285,0.3987206009994621,17332156662614.285,0.3987206009994621,17332156662614.285
1.93,0.42347212050763383,640.7729779726644,0.4202874982946952,17739524097184.062,0.4202874982946952,17739524097184.062,0.4202874982946952,17739524097184.062,0.4202874982946952,17739524097184.062
1.931,0.4236915361141145,621.9209924923872,0.4217792629763093,17278727041756.857,0.4217792629763093,17278727041756.857,0.4217792629763093,17278727041756.857,0.4217792629763093,17278727041756.857
1.932,0.4239109517205951,603.3655797211214,0.40247919666647847,15996142811739.238,0.40247919666647847,15996142811739.238,0.40247919666647847,15996142811739.238,0.40247919666647847,15996142811739.238
1.933,0.42413036732707576,585.1062344763858,0.36372258527960755,14018330635981.158,0.36372258527960755,14018330635981.158,0.36372258527960755,14018330635981.158,0.36372258527960755,14018330635981.158
1.934,0.42434978293355635,567.1424403599981,0.3088874784376674,11539414005211.04,0.3088874784376674,11539414005211.04,0.3088874784376674,11539414005211.04,0.3088874784376674,11539414005211.04
1.935,0.42456919854003705,549.4736698021192,0.24318575476023171,8801897803493.457,0.24318575476023171,8801897803493.457,0.24318575476023171,8801897803493.457,0.24318575476023171,8801897803493.457
1.936,0.42478861414651764,532.0993841058189,0.17326307987975667,6072815547831.844,0.17326307987975667,6072815547831.844,0.17326307987975667,6072815547831.844,0.17326307987975667,6072815547831.844
1.937,0.42500802975299834,515.0190334919237,0.106635124973796,3617552693587.9478,0.106635124973796,3617552693587.9478,0.106635124973796,3617552693587.9478,0.106635124973796,3617552693587.9478
1.938,0.42522744535947893,498.2320571442458,0.051004632404066254,1673911886557.0261,0.051004632404066254,1673911886557.0261,0.051004632404066254,1673911886557.0261,0.051004632404066254,1673911886557.0261
1.939,0.4254468609659596,481.7378832552424,0.013517895771179268,428954469755.20233,0.013517895771179268,428954469755.20233,0.013517895771179268,428954469755.20233,0.013517895771179268,428954469755.20233
1.94,0.4256662765724402,465.535929071934,2.8480146940097485e-05,873346801.8780122,2.8480146940097485e-05,873346801.8780122,2.8480146940097485e-05,873346801.8780122,2.8480146940097485e-05,873346801.8780122
1.941,0.42588569217892086,449.62560094226393,0.014439418962583092,427653521965.089,0.014439418962583092,427653521965.089,0.014439418962583092,427653521965.089,0.014439418962583092,427653521965.089
1.942,0.4261051077854015,434.0062943618231,0.05819204152927569,1663607715168.2932,0.05819204152927569,1663607715168.2932,0.05819204152927569,1663607715168.2932,0.05819204152927569,1663607715168.2932
1.943,0.42632452339188215,418.67739402082447,0.12995992737653977,3584101303335.732,0.12995992737653977,3584101303335.732,0.12995992737653977,3584101303335.732,0.12995992737653977,3584101303335.732
1.944,0.4265439389983628,403.6382738515878,0.22559076821015764,5997979366978.625,0.22559076821015764,5997979366978.625,0.22559076821015764,5997979366978.625,0.22559076821015764,5997979366978.625
1.945,0.42676335460484344,388.8882970762626,0.3383182466239532,8666457256618.95,0.3383182466239532,8666457256618.95,0.3383182466239532,8666457256618.95,0.3383182466239532,8666457256618.95
1.946,0.426982770211324,374.4268162549324,0.45924202809537973,11326608130192.986,0.45924202809537973,11326608130192.986,0.45924202809537973,11326608130192.986,0.45924202809537973,11326608130192.986
1.947,0.4272021858178047,360.2531733340865,0.5780486194078901,13717137352778.621,0.5780486194078901,13717137352778.621,0.5780486194078901,13717137352778.621,0.5780486194078901,13717137352778.621
1.948,0.4274216014242853,346.3666996954121,0.6839214169246453,15603917281266.996,0.6839214169246453,15603917281266.996,0.6839214169246453,15603917281266.996,0.6839214169246453,15603917281266.996
1.949,0.427641017030766,332.7667162049357,0.766567041452437,16802787224844.9,0.766567041452437,16802787224844.9,0.766567041452437,16802787224844.9,0.766567041452437,16802787224844.9
1.95,0.4278604326372466,319.45253326254294,0.8172691642673713,17197398452100.691,0.8172691642673713,17197398452100.691,0.8172691642673713,17197398452100.691,0.8172691642673713,17197398452100.691
1.951,0.42807984824372725,306.4234508517514,0.8298722459963994,16750375360307.457,0.8298722459963994,16750375360307.457,0.8298722459963994,16750375360307.457,0.8298722459963994,16750375360307.457
1.952,0.4282992638502079,293.6787585899271,0.8015971773131417,15506722639549.488,0.8015971773131417,15506722639549.488,0.8015971773131417,15506722639549.488,0.8015971773131417,15506722639549.488
1.953,0.42851867945668853,281.2177357787297,0.7335992958481478,13589169541843.787,0.7335992958481478,13589169541843.787,0.7335992958481478,13589169541843.787,0.7335992958481478,13589169541843.787
1.954,0.4287380950631692,269.0396514549761,0.6311964657922715,11185931467152.719,0.6311964657922715,11185931467152.719,0.6311964657922715,11185931467152.719,0.6311964657922715,11185931467152.719
1.955,0.4289575106696498,257.14376444176963,0.5037198697581493,8532108780698.459,0.5037198697581493,8532108780698.459,0.5037198697581493,8532108780698.459,0.5037198697581493,8532108780698.459
1.956,0.42917692627613047,245.5293234000245,0.36397115948990744,5886560925298.819,0.36397115948990744,5886560925298.819,0.36397115948990744,5886560925298.819,0.36397115948990744,5886560925298.819
1.957,0.4293963418826111,234.19556688022112,0.22730429370968522,3506530441533.9937,0.22730429370968522,3506530441533.9937,0.22730429370968522,3506530441533.9937,0.22730429370968522,3506530441533.9937
1.958,0.4296157574890917,223.1417233745757,0.11038594575341222,1622504350060.8438,0.11038594575341222,1622504350060.8438,0.11038594575341222,1622504350060.8438,0.11038594575341222,1622504350060.8438
1.959,0.4298351730955724,212.36701136946226,0.02972173371593016,415769376531.6238,0.02972173371593016,415769376531.6238,0.02972173371593016,415769376531.6238,0.02972173371593016,415769376531.6238
1.96,0.430054588702053,201.87063939820047,6.365936459715727e-05,846499609.5359006,6.365936459715727e-05,846499609.5359006,6.365936459715727e-05,846499609.5359006,6.365936459715727e-05,846499609.5359006
1.961,0.4302740043085337,191.6518060941253,0.0328342532159445,414506517412.16315,0.0328342532159445,414506517412.16315,0.0328342532159445,414506517412.16315,0.0328342532159445,414506517412.16315
1.962,0.4304934199150143,181.70970024398778,0.13471274427653498,1612419714082.4243,0.13471274427653498,1612419714082.4243,0.13471274427653498,1612419714082.4243,0.13471274427653498,1612419714082.4243
1.963,0.4307128355214949,172.04350084164878,0.30652657494876395,3473743185504.4824,0.30652657494876395,3473743185504.4824,0.30652657494876395,3473743185504.4824,0.30652657494876395,3473743185504.4824
1.964,0.43093225112797556,162.65237714209522,0.5425771427102393,5813172535260.02,0.5425771427102393,5813172535260.02,0.5425771427102393,5813172535260.02,0.5425771427102393,5813172535260.02
1.965,0.4311516667344562,153.53548871575865,0.8305021566103983,8399256503428.237,0.8305021566103983,8399256503428.237,0.8305021566103983,8399256503428.237,0.8305021566103983,8399256503428.237
1.966,0.43137108234093685,144.69198550313868,1.1517398638752503,10977164667580.598,1.1517398638752503,10977164667580.598,1.1517398638752503,10977164667580.598,1.1517398638752503,10977164667580.598
1.967,0.4315904979474175,136.12100786969708,1.4826150113976986,13293668756901.486,1.4826150113976986,13293668756901.486,1.4826150113976986,13293668756901.486,1.4826150113976986,13293668756901.486
1.968,0.43180991355389814,127.82168666109919,1.7960159596565495,15121888779821.775,1.7960159596565495,15121888779821.775,1.7960159596565495,15121888779821.775,1.7960159596565495,15121888779821.775
1.969,0.4320293291603788,119.7931432587267,2.0635806627384357,16283385854918.375,2.0635806627384357,16283385854918.375,2.0635806627384357,16283385854918.375,2.0635806627384357,16283385854918.375
1.97,0.43224874476685937,112.03448963545695,2.258260386851317,16665450599532.855,2.258260386851317,16665450599532.855,2.258260386851317,16665450599532.855,2.258260386851317,16665450599532.855
1.971,0.43246816037334007,104.54482841177547,2.3570881809856017,16231912331280.143,2.3570881809856017,16231912331280.143,2.3570881809856017,16231912331280.143,2.3570881809856017,16231912331280.143
1.972,0.43268757597982066,97.32325291216411,2.3439480251711937,15026432945587.064,2.3439480251711937,15026432945587.064,2.3439480251711937,15026432945587.064,2.3439480251711937,15026432945587.064
1.973,0.43290699158630136,90.36884722174833,2.2121233998463605,13167987211258.098,2.2121233998463605,13167987211258.098,2.2121233998463605,13167987211258.098,2.2121233998463605,13167987211258.098
1.974,0.43312640719278195,83.68068624325674,1.9664029461984989,10838995933284.328,1.9664029461984989,10838995933284.328,1.9664029461984989,10838995933284.328,1.9664029461984989,10838995933284.328
1.975,0.43334582279926265,77.25783575425108,1.624536971730879,8267295130848.929,1.624536971730879,8267295130848.929,1.624536971730879,8267295130848.929,1.624536971730879,8267295130848.929
1.976,0.43356523840574324,71.09935246463613,1.2178715596838106,5703723160965.642,1.2178715596838106,5703723160965.642,1.2178715596838106,5703723160965.642,1.2178715596838106,5703723160965.642
1.977,0.4337846540122239,65.20428407442594,0.7910354005506189,3397530424089.138,0.7910354005506189,3397530424089.138,0.7910354005506189,3397530424089.138,0.7910354005506189,3397530424089.138
1.978,0.4340040696187045,59.57166933182511,0.40061535177206453,1572022153074.8806,0.40061535177206453,1572022153074.8806,0.40061535177206453,1572022153074.8806,0.40061535177206453,1572022153074.8806
1.979,0.43422348522518517,54.2005380915252,0.11282622457285642,402814372678.436,0.11282622457285642,402814372678.436,0.11282622457285642,402814372678.436,0.11282622457285642,402814372678.436
1.98,0.4344429008316658,49.08991137330669,0.00025363351219226616,820144142.8985322,0.00025363351219226616,820144142.8985322,0.00025363351219226616,820144142.8985322,0.00025363351219226616,820144142.8985322
1.981,0.43466231643814646,44.238801420906704,0.1378206577510275,401614120794.7973,0.1378206577510275,401614120794.7973,0.1378206577510275,401614120794.7973,0.1378206577510275,401614120794.7973
1.982,0.43488173204462705,39.64621176112012,0.5981941642083575,1562194743820.3904,0.5981941642083575,1562194743820.3904,0.5981941642083575,1562194743820.3904,0.5981941642083575,1562194743820.3904
1.983,0.43510114765110774,35.311137263184214,1.4468998259669343,3365437065241.9478,1.4468998259669343,3365437065241.9478,1.4468998259669343,3365437065241.9478,1.4468998259669343,3365437065241.9478
1.984,0.43532056325758833,31.2325641984216,2.737451709191189,5631776509388.239,2.737451709191189,5631776509388.239,2.737451709191189,5631776509388.239,2.737451709191189,5631776509388.239
1.985,0.43553997886406903,27.409470300107206,4.506819410592052,8136958534474.04,4.506819410592052,8136958534474.04,4.506819410592052,8136958534474.04,4.506819410592052,8136958534474.04
1.986,0.4357593944705496,23.840824823636886,6.771551043351196,10634099931694.367,6.771551043351196,10634099931694.367,6.771551043351196,10634099931694.367,6.771551043351196,10634099931694.367
1.987,0.4359788100770303,20.525588606898722,9.524843352861673,12877891629630.092,9.524843352861673,12877891629630.092,9.524843352861673,12877891629630.092,9.524843352861673,12877891629630.092
1.988,0.4361982256835109,17.46271413091835,12.73480196304231,14648570457328.113,12.73480196304231,14648570457328.113,12.73480196304231,14648570457328.113,12.73480196304231,14648570457328.113
1.989,0.43641764128999155,14.651145580735188,16.34406785300855,15773317467222.373,16.34406785300855,15773317467222.373,16.34406785300855,15773317467222.373,16.34406785300855,15773317467222.373
1.99,0.4366370568964722,12.089818906524652,20.27090470855801,16142999440873.307,20.27090470855801,16142999440873.307,20.27090470855801,16142999440873.307,20.27090470855801,16142999440873.307
1.991,0.43685647250295284,9.777661884964958,24.411751009490157,15722632046516.541,24.411751009490157,15722632046516.541,24.411751009490157,15722632046516.541,24.411751009490157,15722632046516.541
1.992,0.4370758881094335,7.713594180829353,28.645146633315953,14554561993583.34,28.645146633315953,14554561993583.34,28.645146633315953,14554561993583.34,28.645146633315953,14554561993583.34
1.993,0.43729530371591413,5.896527408812911,32.8368527926176,12754080437651.143,32.8368527926176,12754080437651.143,32.8368527926176,12754080437651.143,32.8368527926176,12754080437651.143
1.994,0.4375147193223947,4.325365195604559,36.84590261546889,10497920638476.387,36.84590261546889,10497920638476.387,36.84590261546889,10497920638476.387,36.84590261546889,10497920638476.387
1.995,0.4377341349288754,2.99900324216327,40.53125342790899,8006786971023.313,40.53125342790899,8006786971023.313,40.53125342790899,8006786971023.313,40.53125342790899,8006786971023.313
1.996,0.437953550535356,1.9163293862440043,43.758665641040366,5523642134585.488,43.758665641040366,5523642134585.488,43.758665641040366,5523642134585.488,43.758665641040366,5523642134585.488
1.997,0.4381729661418367,1.0762236651286046,46.40741059106939,3289888492374.1665,46.40741059106939,3289888492374.1665,46.40741059106939,3289888492374.1665,46.40741059106939,3289888492374.1665
1.998,0.4383923817483173,0.47755837858648564,48.37641263702736,1521778461665.135,48.37641263702736,1521778461665.135,48.37641263702736,1521778461665.135,48.37641263702736,1521778461665.135
1.999,0.438611797354798,0.11919815204883966,49.58945944123879,389358984697.21454,49.58945944123879,389358984697.21454,49.58945944123879,389358984697.21454,49.58945944123879,389358984697.21454
2.0,0.4388312129612786,8.901305478257484e-27,50.0,2.931669534715825e-14,50.0,2.931669534715825e-14,50.0,2.931669534715825e-14,50.0,2.931669534715825e-14
2.001,0.43905062856775917,0.11881338957866354,49.58945944123149,388102163830.70654,49.58945944123149,388102163830.70654,49.58945944123149,388102163830.70654,49.58945944123149,388102163830.70654
2.0020000000000002,0.4392700441742399,0.47448030439073224,48.37641263702687,1511969928877.2139,48.37641263702687,1511969928877.2139,48.37641263702687,1511969928877.2139,48.37641263702687,1511969928877.2139
2.003,0.4394894597807205,1.0658353085266563,46.40741059106891,3258132514553.9043,46.40741059106891,3258132514553.9043,46.40741059106891,3258132514553.9043,46.40741059106891,3258132514553.9043
2.004,0.43970887538720116,1.8917056107862327,43.75866564104039,5452666380308.872,43.75866564104039,5452666380308.872,43.75866564104039,5452666380308.872,43.75866564104039,5452666380308.872
2.005,0.43992829099368175,2.9509111290995027,40.531253427909654,7878389875990.562,40.531253427909654,7878389875990.562,40.531253427909654,7878389875990.562,40.531253427909654,7878389875990.562
2.0060000000000002,0.44014770660016245,4.242264555155107,36.84590261546871,10296230402162.553,36.84590261546871,10296230402162.553,36.84590261546871,10296230402162.553,36.84590261546871,10296230402162.553
2.007,0.4403671222066431,5.764571419211863,32.83685279261717,12468662056811.055,32.83685279261717,12468662056811.055,32.83685279261717,12468662056811.055,32.83685279261717,12468662056811.055
2.008,0.4405865378131237,7.5166301551175225,28.64514663331649,14182916162143.15,28.64514663331649,14182916162143.15,28.64514663331649,14182916162143.15,28.64514663331649,14182916162143.15
2.009,0.4408059534196043,9.49723216550717,24.41175100949079,15271696705755.918,24.41175100949079,15271696705755.918,24.41175100949079,15271696705755.918,24.41175100949079,15271696705755.918
2.0100000000000002,0.441025369026085,11.705161887197404,20.270904708557413,15629383968553.688,20.270904708557413,15629383968553.688,20.270904708557413,15629383968553.688,20.270904708557413,15629383968553.688
2.011,0.44124478463256567,14.139196856759298,16.34406785300804,15222157170184.844,16.34406785300804,15222157170184.844,16.34406785300804,15222157170184.844,16.34406785300804,15222157170184.844
2.012,0.44146420023904626,16.7981077762787,12.734801963042834,14091066455411.27,12.734801963042834,14091066455411.27,12.734801963042834,14091066455411.27,12.734801963042834,14091066455411.27
2.013,0.44168361584552684,19.680658579292615,9.524843352862115,12347776876844.734,9.524843352862115,12347776876844.734,9.524843352862115,12347776876844.734,9.524843352862115,12347776876844.734
2.0140000000000002,0.4419030314520076,22.78560649690621,6.771551043350837,10163424222307.969,6.771551043350837,10163424222307.969,6.771551043350837,10163424222307.969,6.771551043350837,10163424222307.969
2.015,0.4421224470584882,26.111702124078978,4.506819410591779,7751694400578.199,4.506819410591779,7751694400578.199,4.506819410591779,7751694400578.199,4.506819410591779,7751694400578.199
2.016,0.44234186266496883,29.657689486091886,2.7374517091914368,5347799108308.851,2.7374517091914368,5347799108308.851,2.7374517091914368,5347799108308.851,2.7374517091914368,5347799108308.851
2.017,0.4425612782714494,33.42230610516397,1.446899825967141,3185416174331.7944,1.446899825967141,3185416174331.7944,1.446899825967141,3185416174331.7944,1.446899825967141,3185416174331.7944
2.0180000000000002,0.4427806938779301,37.404283067271095,0.5981941642083143,1473855175776.4668,0.5981941642083143,1473855175776.4668,0.5981941642083143,1473855175776.4668,0.5981941642083143,1473855175776.4668
2.019,0.44300010948441076,41.602345089077296,0.137820657751015,377679519094.1585,0.137820657751015,377679519094.1585,0.137820657751015,377679519094.1585,0.137820657751015,377679519094.1585
2.02,0.44321952509089135,46.015210585073554,0.00025363351219951367,768775179.8873719,0.00025363351219951367,768775179.8873719,0.00025363351219951367,768775179.8873719,0.00025363351219951367,768775179.8873719
2.021,0.443438940697372,50.641591734855005,0.11282622457287177,376364547740.63354,0.11282622457287177,376364547740.63354,0.11282622457287177,376364547740.63354,0.11282622457287177,376364547740.63354
2.0220000000000002,0.4436583563038527,55.4801945505374,0.4006153517720679,1464053229808.622,0.4006153517720679,1464053229808.622,0.4006153517720679,1464053229808.622,0.4006153517720679,1464053229808.622
2.023,0.44387777191033334,60.52971894435769,0.7910354005506678,3153957820321.9956,0.7910354005506678,3153957820321.9956,0.7910354005506678,3153957820321.9956,0.7910354005506678,3153957820321.9956
2.024,0.44409718751681393,65.78885879640613,1.2178715596837355,5277705417038.457,1.2178715596837355,5277705417038.457,1.2178715596837355,5277705417038.457,1.2178715596837355,5277705417038.457
2.025,0.4443166031232945,71.25630202250248,1.6245369717308291,7625076123369.176,1.6245369717308291,7625076123369.176,1.6245369717308291,7625076123369.176,1.6245369717308291,7625076123369.176
2.0260000000000002,0.4445360187297753,76.93073064222834,1.9664029461985344,9964687361092.412,1.9664029461985344,9964687361092.412,1.9664029461985344,9964687361092.412,1.9664029461985344,9964687361092.412
2.027,0.44475543433625586,82.81082084707994,2.212123399846332,12066678544569.174,2.212123399846332,12066678544569.174,2.212123399846332,12066678544569.174,2.212123399846332,12066678544569.174
2.028,0.4449748499427365,88.89524306879039,2.3439480251711906,13725172239777.096,2.3439480251711906,13725172239777.096,2.3439480251711906,13725172239777.096,2.3439480251711906,13725172239777.096
2.029,0.4451942655492171,95.18266204776259,2.357088180985612,14778317103662.041,2.357088180985612,14778317103662.041,2.357088180985612,14778317103662.041,2.357088180985612,14778317103662.041
2.0300000000000002,0.4454136811556978,101.67173690164108,2.258260386851339,15123961506999.787,2.258260386851339,15123961506999.787,2.258260386851339,15123961506999.787,2.258260386851339,15123961506999.787
2.031,0.44563309676217844,108.36112119402429,2.0635806627384623,14729440267403.236,2.0635806627384623,14729440267403.236,2.0635806627384623,14729440267403.236,2.0635806627384623,14729440267403.236
2.032,0.445852512368659,115.24946300328163,1.7960159596565815,13634537354295.725,1.7960159596565815,13634537354295.725,1.7960159596565815,13634537354295.725,1.7960159596565815,13634537354295.725
