Qz_A_inv,L_rlu,F_real,F_imag,F_abs,F2
0.022000000000000002,0.10026634090834934,747.0946305758328,163.91281623099172,764.8645621023468,585017.7983600147
0.023,0.10482390185872885,743.6408625412942,173.87173477684775,763.6970031337496,583233.1125954704
0.024,0.10938146280910836,740.0043788293274,183.75433191344985,762.477629300386,581372.1351835368
0.025,0.11393902375948788,736.1869522243951,193.55682451107614,761.2065901844619,579435.4729402553
0.026,0.11849658470986739,732.1904392787376,203.2754720936331,759.8840417630048,577423.75692608
0.027,0.1230541456602469,728.016779259884,212.90657877425005,758.5101463851954,575337.6421692906
0.028000000000000004,0.12761170661062643,723.6679930521086,222.44649516441186,757.0850727487615,573177.8073789974
0.029000000000000005,0.13216926756100594,719.1461820125069,231.89162025551175,755.6089958754409,570944.954647892
0.030000000000000002,0.13672682851138546,714.4535267823908,241.23840327172132,754.0820970855135,568639.8091448859
0.031000000000000003,0.14128438946176497,709.5922860547394,250.48334549309425,752.5045639714112,566263.1187978038
0.032,0.14584195041214448,704.5647952984534,259.62300204783844,750.8765903704041,563815.6539662835
0.033,0.150399511362524,699.3734654402035,268.65398367271115,749.1983763363726,561298.207105057
0.034,0.1549570723129035,694.0207815046756,277.5729584405114,747.470128110668,558711.5924177784
0.034999999999999996,0.15951463326328302,688.5093012140487,286.3766534536645,745.6920580920639,556056.645501578
0.036000000000000004,0.16407219421366254,682.8416535475642,295.06185650291536,743.864384805805,553334.2229825187
0.037,0.16862975516404205,677.0205372620675,303.6254176901698,741.9873328717604,550545.2021421485
0.038,0.17318731611442156,671.0487193744275,312.06425101454346,740.0611329716803,547690.4805353271
0.039,0.17774487706480108,664.9290336067673,320.37533592070395,738.0860218155696,544770.9755995334
0.04,0.1823024380151806,658.6643787954495,328.5557188086128,736.0622421071737,541787.6242558396
0.04100000000000001,0.18685999896556013,652.2577172647966,336.60251450380156,733.9900425085924,538741.3825017653
0.042,0.19141755991593964,645.7120731665369,344.5129076873353,731.8696776040183,535633.2249962097
0.043000000000000003,0.19597512086631916,639.0305307859903,352.28415428465144,729.701407862611,532464.1446366765
0.044000000000000004,0.20053268181669867,632.2162328160308,359.9135828124761,727.4854996005122,529235.1521290068
0.045000000000000005,0.20509024276707818,625.2723785998769,367.39859568305724,725.2222249420038,525947.2755498303
0.046,0.2096478037174577,618.2022223437846,374.73667046497343,722.9118617798218,522601.5599019682
0.04700000000000001,0.2142053646678372,611.0090713007296,381.9253610998077,720.5546937346245,519199.0666629985
0.048,0.21876292561821672,603.6962839261894,388.9622990740024,718.1510101136278,515740.8733272239
0.049,0.22332048656859624,596.2672680071471,395.8451945452404,715.7011058684109,512228.0729412663
0.05,0.22787804751897575,588.7254787654562,402.57183742272514,713.2052815518998,508661.77363352466
0.051000000000000004,0.23243560846935526,581.0744169367192,409.14009840075903,710.6638432745337,505043.0981377311
0.052,0.23699316941973478,573.3176268258524,415.54792994505704,708.0771026596251,501373.18331084924
0.053000000000000005,0.2415507303701143,565.4586943405133,421.79336723124885,705.4453767979156,497653.1796455532
0.054,0.2461082913204938,557.5012450035906,427.87452903506676,702.7689882013391,493884.25077753386
0.055,0.25066585227087335,549.4489419459591,433.7896185737361,700.0482647559962,490067.5729878814
0.05600000000000001,0.25522341322125286,541.3054838807186,439.53692429811963,697.2835396743493,486204.3347007898
0.057,0.2597809741716324,533.0746030601462,445.11482063520157,694.4751514466446,482295.73597684
0.05800000000000001,0.2643385351220119,524.7600632165971,450.52176868051964,691.6234437915698,478342.9880021107
0.059000000000000004,0.2688960960723914,516.3656574886033,455.7563168401929,688.7287656061535,474347.31257337594
0.060000000000000005,0.2734536570227709,507.8952063334216,460.8171014222196,685.7914709149168,470309.94157964515
0.061000000000000006,0.2780112179731504,499.35255542729465,465.70284717675304,682.8119188182816,466232.1164803036
0.062000000000000006,0.28256877892352994,490.7415735546942,470.41236778509415,679.7904734402476,462115.087780116
0.063,0.28712633987390945,482.066150487816,474.9445662971733,676.7275038753426,457960.1145013518
0.064,0.29168390082428897,473.3301948576102,479.29843551732165,673.6233841348557,453768.4636532953
0.065,0.2962414617746685,464.5376320176259,483.4730583381714,670.4784930923647,449541.40969940816
0.066,0.300799022725048,455.6924019019576,487.46760802254903,667.2932144285605,445280.23402240087
0.067,0.3053565836754275,446.79845687857977,491.2813484332629,664.0679365753816,440986.22438748507
0.068,0.309914144625807,437.8597595993615,494.91363421071725,660.803052659467,436660.6744040703
0.069,0.31447170557618653,428.8802808480492,498.3639108983184,657.4989604449338,432304.8829861686
0.06999999999999999,0.31902926652656605,419.86399738750845,501.63171501566603,654.156062275491,427920.153811776
0.07100000000000001,0.32358682747694556,410.81488980751425,504.7166740795649,650.7747650158984,423507.7947814978
0.07200000000000001,0.3281443884273251,401.73694037437735,507.61850657291177,647.3554799927774,419069.11747667927
0.073,0.3327019493777046,392.6341308836902,510.3370218615568,643.8986229347861,414605.4366173138
0.074,0.3372595103280841,383.5104405174757,512.8721200592615,640.4046139121656,410118.0695199899
0.075,0.3418170712784636,374.3698437070149,515.2237918409139,636.8738772756692,405608.3355561441
0.076,0.3463746322288431,365.21630800262653,517.3921182041863,633.3068415948813,401077.55561088416
0.07699999999999999,0.35093219317922264,356.05379195166415,519.3772701798625,629.7039395959381,396527.05154264485
0.078,0.35548975412960215,346.88624298599143,521.1795084910835,626.065608098659,391958.1456439437
