L_rlu,Qz_A_inv,bandwidth_sigma_fraction,I_HT_raw_p_0p01,I_HT_bandwidth_avg_p_0p01,I_HT_raw_p_0p001,I_HT_bandwidth_avg_p_0p001,I_HT_raw_p_0p0001,I_HT_bandwidth_avg_p_0p0001,I_HT_raw_p_0p0,I_HT_bandwidth_avg_p_0p0
0.548,0.12023975235139034,0.006999999999999999,242972379893643.16,186031399833386.6,242972379893643.16,186031399833386.6,242972379893643.16,186031399833386.6,242972379893643.16,186031399833386.6
0.549,0.12045916795787098,0.006999999999999999,261091580290851.12,194542187487637.38,261091580290851.12,194542187487637.38,261091580290851.12,194542187487637.38,261091580290851.12,194542187487637.38
0.55,0.12067858356435163,0.006999999999999999,266664882213372.62,197040918333705.12,266664882213372.62,197040918333705.12,266664882213372.62,197040918333705.12,266664882213372.62,197040918333705.12
0.551,0.12089799917083226,0.006999999999999999,259192497275465.72,193312727633871.72,259192497275465.72,193312727633871.72,259192497275465.72,193312727633871.72,259192497275465.72,193312727633871.72
0.552,0.1211174147773129,0.006999999999999999,239450640947613.84,183745397328062.44,239450640947613.84,183745397328062.44,239450640947613.84,183745397328062.44,239450640947613.84,183745397328062.44
0.553,0.12133683038379355,0.006999999999999999,209406577987917.3,169297700873372.34,209406577987917.3,169297700873372.34,209406577987917.3,169297700873372.34,209406577987917.3,169297700873372.34
0.554,0.12155624599027418,0.006999999999999999,172018172304682.66,151390025736096.3,172018172304682.66,151390025736096.3,172018172304682.66,151390025736096.3,172018172304682.66,151390025736096.3
0.555,0.12177566159675482,0.006999999999999999,130938317583608.23,131759992202112.86,130938317583608.23,131759992202112.86,130938317583608.23,131759992202112.86,130938317583608.23,131759992202112.86
0.556,0.12199507720323546,0.006999999999999999,90153748058259.22,112292614445911.47,90153748058259.22,112292614445911.47,90153748058259.22,112292614445911.47,90153748058259.22,112292614445911.47
0.557,0.1222144928097161,0.006999999999999999,53593911114267.79,94834118134771.11,53593911114267.79,94834118134771.11,53593911114267.79,94834118134771.11,53593911114267.79,94834118134771.11
0.558,0.12243390841619674,0.006999999999999999,24748243840841.24,81012050266090.39,24748243840841.24,81012050266090.39,24748243840841.24,81012050266090.39,24748243840841.24,81012050266090.39
0.559,0.12265332402267738,0.006999999999999999,6329100341309.274,72080228158082.45,6329100341309.274,72080228158082.45,6329100341309.274,72080228158082.45,6329100341309.274,72080228158082.45
0.56,0.12287273962915801,0.006999999999999999,12859349256.721386,68801163696834.15,12859349256.721386,68801163696834.15,12859349256.721386,68801163696834.15,12859349256.721386,68801163696834.15
0.561,0.12309215523563866,0.006999999999999999,6283888153871.67,71378043116307.05,6283888153871.67,71378043116307.05,6283888153871.67,71378043116307.05,6283888153871.67,71378043116307.05
0.562,0.1233115708421193,0.006999999999999999,24395836785304.375,79441977934818.44,24395836785304.375,79441977934818.44,24395836785304.375,79441977934818.44,24395836785304.375,79441977934818.44
0.5630000000000001,0.12353098644859993,0.006999999999999999,52453196791967.95,92095069255411.86,52453196791967.95,92095069255411.86,52453196791967.95,92095069255411.86,52453196791967.95,92095069255411.86
0.5640000000000001,0.12375040205508057,0.006999999999999999,87604315794003.06,108004404755067.53,87604315794003.06,108004404755067.53,87604315794003.06,108004404755067.53,87604315794003.06,108004404755067.53
0.5650000000000001,0.12396981766156122,0.006999999999999999,126326258092554.28,125537205506803.55,126326258092554.28,125537205506803.55,126326258092554.28,125537205506803.55,126326258092554.28,125537205506803.55
0.5660000000000001,0.12418923326804185,0.006999999999999999,164773088755203.84,142923455707646.62,164773088755203.84,142923455707646.62,164773088755203.84,142923455707646.62,164773088755203.84,142923455707646.62
0.5670000000000001,0.12440864887452249,0.006999999999999999,199153178440319.62,158429629242101.25,199153178440319.62,158429629242101.25,199153178440319.62,158429629242101.25,199153178440319.62,158429629242101.25
0.5680000000000001,0.12462806448100314,0.006999999999999999,226098541419214.94,170528080822178.75,226098541419214.94,170528080822178.75,226098541419214.94,170528080822178.75,226098541419214.94,170528080822178.75
0.5690000000000001,0.12484748008748377,0.006999999999999999,242990257634363.47,178043676034272.1,242990257634363.47,178043676034272.1,242990257634363.47,178043676034272.1,242990257634363.47,178043676034272.1
0.5700000000000001,0.1250668956939644,0.006999999999999999,248208564375781.62,180259735589858.2,248208564375781.62,180259735589858.2,248208564375781.62,180259735589858.2,248208564375781.62,180259735589858.2
0.5710000000000001,0.12528631130044504,0.006999999999999999,241283767660752.47,176984186587039.25,241283767660752.47,176984186587039.25,241283767660752.47,176984186587039.25,241283767660752.47,176984186587039.25
0.5720000000000001,0.12550572690692569,0.006999999999999999,222933959129586.84,168561701768261.53,222933959129586.84,168561701768261.53,222933959129586.84,168561701768261.53,222933959129586.84,168561701768261.53
0.5730000000000001,0.12572514251340633,0.006999999999999999,194986656716353.53,155833455813546.78,194986656716353.53,155833455813546.78,194986656716353.53,155833455813546.78,194986656716353.53,155833455813546.78
0.5740000000000001,0.12594455811988697,0.006999999999999999,160192822506648.06,140049426640570.8,160192822506648.06,140049426640570.8,160192822506648.06,140049426640570.8,160192822506648.06,140049426640570.8
0.5750000000000001,0.12616397372636762,0.006999999999999999,121952142965233.94,122740574225497.55,121952142965233.94,122740574225497.55,121952142965233.94,122740574225497.55,121952142965233.94,122740574225497.55
0.5760000000000001,0.12638338933284823,0.006999999999999999,83976974790715.14,105567036911568.05,83976974790715.14,105567036911568.05,83976974790715.14,105567036911568.05,83976974790715.14,105567036911568.05
0.577,0.12660280493932885,0.006999999999999999,49928147261964.555,90155776897889.6,49928147261964.555,90155776897889.6,49928147261964.555,90155776897889.6,49928147261964.555,90155776897889.6
0.578,0.1268222205458095,0.006999999999999999,23058324084080.73,77942446630485.25,23058324084080.73,77942446630485.25,23058324084080.73,77942446630485.25,23058324084080.73,77942446630485.25
0.579,0.12704163615229014,0.006999999999999999,5897642403293.998,70034560752705.664,5897642403293.998,70034560752705.664,5897642403293.998,70034560752705.664,5897642403293.998,70034560752705.664
0.58,0.12726105175877078,0.006999999999999999,11984188537.591995,67107085212816.31,11984188537.591995,67107085212816.31,11984188537.591995,67107085212816.31,11984188537.591995,67107085212816.31
0.581,0.12748046736525143,0.006999999999999999,5856944182445.011,69342198687804.32,5856944182445.011,69342198687804.32,5856944182445.011,69342198687804.32,5856944182445.011,69342198687804.32
0.582,0.12769988297173207,0.006999999999999999,22741069988228.19,76418813774526.6,22741069988228.19,76418813774526.6,22741069988228.19,76418813774526.6,22741069988228.19,76418813774526.6
0.583,0.1279192985782127,0.006999999999999999,48901203567115.57,87550611538221.83,48901203567115.57,87550611538221.83,48901203567115.57,87550611538221.83,48901203567115.57,87550611538221.83
0.584,0.12813871418469333,0.006999999999999999,81681805525738.06,101564525541147.66,81681805525738.06,101564525541147.66,81681805525738.06,101564525541147.66,81681805525738.06,101564525541147.66
0.585,0.12835812979117397,0.006999999999999999,117800062488267.02,117021717897495.19,117800062488267.02,117021717897495.19,117800062488267.02,117021717897495.19,117800062488267.02,117021717897495.19
0.586,0.12857754539765462,0.006999999999999999,153670340159139.1,132360810171917.12,153670340159139.1,132360810171917.12,153670340159139.1,132360810171917.12,153670340159139.1,132360810171917.12
0.587,0.12879696100413526,0.006999999999999999,185755940614717.78,146051542084378.44,185755940614717.78,146051542084378.44,185755940614717.78,146051542084378.44,185755940614717.78,146051542084378.44
0.588,0.1290163766106159,0.006999999999999999,210913680058810.44,156743085021366.56,210913680058810.44,156743085021366.56,210913680058810.44,156743085021366.56,210913680058810.44,156743085021366.56
0.589,0.12923579221709652,0.006999999999999999,226697739131094.16,163393328068571.9,226697739131094.16,163393328068571.9,226697739131094.16,163393328068571.9,226697739131094.16,163393328068571.9
0.59,0.12945520782357717,0.006999999999999999,231593437557255.72,165366478651624.0,231593437557255.72,165366478651624.0,231593437557255.72,165366478651624.0,231593437557255.72,165366478651624.0
0.591,0.1296746234300578,0.006999999999999999,225158616857810.72,162489909083789.12,225158616857810.72,162489909083789.12,225158616857810.72,162489909083789.12,225158616857810.72,162489909083789.12
0.592,0.12989403903653846,0.006999999999999999,208059474288915.0,155065227824451.44,208059474288915.0,155065227824451.44,208059474288915.0,155065227824451.44,208059474288915.0,155065227824451.44
0.593,0.1301134546430191,0.006999999999999999,181998070921471.94,143833058362095.72,181998070921471.94,143833058362095.72,181998070921471.94,143833058362095.72,181998070921471.94,143833058362095.72
0.594,0.13033287024949974,0.006999999999999999,149539316757461.6,129895555528804.83,149539316757461.6,129895555528804.83,149539316757461.6,129895555528804.83,149539316757461.6,129895555528804.83
0.595,0.13055228585598036,0.006999999999999999,113854983419785.9,114604648972881.05,113854983419785.9,114604648972881.05,113854983419785.9,114604648972881.05,113854983419785.9,114604648972881.05
0.596,0.130771701462461,0.006999999999999999,78410265733225.23,99426850396000.95,78410265733225.23,99426850396000.95,78410265733225.23,99426850396000.95,78410265733225.23,99426850396000.95
0.597,0.13099111706894165,0.006999999999999999,46623842502777.97,85800029307694.16,46623842502777.97,85800029307694.16,46623842502777.97,85800029307694.16,46623842502777.97,85800029307694.16
0.598,0.1312105326754223,0.006999999999999999,21534761948628.23,74993807037962.25,21534761948628.23,74993807037962.25,21534761948628.23,74993807037962.25,21534761948628.23,74993807037962.25
0.599,0.13142994828190294,0.006999999999999999,5508587624132.119,67987965543921.06,5508587624132.119,67987965543921.06,5508587624132.119,67987965543921.06,5508587624132.119,67987965543921.06
0.6,0.13164936388838358,0.006999999999999999,11194895891.746433,65380491268104.65,11194895891.746433,65380491268104.65,11194895891.746433,65380491268104.65,11194895891.746433,65380491268104.65
0.601,0.1318687794948642,0.006999999999999999,5471821760363.794,67334166312681.445,5471821760363.794,67334166312681.445,5471821760363.794,67334166312681.445,5471821760363.794,67334166312681.445
0.602,0.13208819510134484,0.006999999999999999,21248130794594.152,73565984636184.38,21248130794594.152,73565984636184.38,21248130794594.152,73565984636184.38,21248130794594.152,73565984636184.38
0.603,0.13230761070782548,0.006999999999999999,45696007572623.54,83380797276172.62,45696007572623.54,83380797276172.62,45696007572623.54,83380797276172.62,45696007572623.54,83380797276172.62
0.604,0.13252702631430613,0.006999999999999999,76336590703147.16,95743142824104.45,76336590703147.16,95743142824104.45,76336590703147.16,95743142824104.45,76336590703147.16,95743142824104.45
0.605,0.13274644192078677,0.006999999999999999,110103598326595.34,109382979840992.16,110103598326595.34,109382979840992.16,110103598326595.34,109382979840992.16,110103598326595.34,109382979840992.16
0.606,0.13296585752726742,0.006999999999999999,143646299406741.44,122921636250726.14,143646299406741.44,122921636250726.14,143646299406741.44,122921636250726.14,143646299406741.44,122921636250726.14
0.607,0.13318527313374803,0.006999999999999999,173658216290905.22,135008675980717.88,173658216290905.22,135008675980717.88,173658216290905.22,135008675980717.88,173658216290905.22,135008675980717.88
0.608,0.13340468874022868,0.006999999999999999,197199334444781.5,144450797961026.34,197199334444781.5,144450797961026.34,197199334444781.5,144450797961026.34,197199334444781.5,144450797961026.34
0.609,0.13362410434670932,0.006999999999999999,211980441678839.25,150326591586301.38,211980441678839.25,150326591586301.38,211980441678839.25,150326591586301.38,211980441678839.25,150326591586301.38
0.61,0.13384351995318997,0.006999999999999999,216582119175262.84,152074653017059.88,216582119175262.84,152074653017059.88,216582119175262.84,152074653017059.88,216582119175262.84,152074653017059.88
0.611,0.1340629355596706,0.006999999999999999,210587459836241.2,149542517302051.3,210587459836241.2,149542517302051.3,210587459836241.2,149542517302051.3,210587459836241.2,149542517302051.3
0.612,0.13428235116615125,0.006999999999999999,194616139561266.12,142994014568941.22,194616139561266.12,142994014568941.22,194616139561266.12,142994014568941.22,194616139561266.12,142994014568941.22
0.613,0.13450176677263187,0.006999999999999999,170257167354607.4,133081135485768.95,170257167354607.4,133081135485768.95,170257167354607.4,133081135485768.95,170257167354607.4,133081135485768.95
0.614,0.13472118237911251,0.006999999999999999,139907537442876.38,120777161864922.88,139907537442876.38,120777161864922.88,139907537442876.38,120777161864922.88,139907537442876.38,120777161864922.88
0.615,0.13494059798559316,0.006999999999999999,106533134683642.05,107272939384177.1,106533134683642.05,107272939384177.1,106533134683642.05,107272939384177.1,106533134683642.05,107272939384177.1
0.616,0.1351600135920738,0.006999999999999999,73375718616564.66,93861399724623.9,73375718616564.66,93861399724623.9,73375718616564.66,93861399724623.9,73375718616564.66,93861399724623.9
0.617,0.13537942919855445,0.006999999999999999,43634913722240.24,81810604418674.03,43634913722240.24,81810604418674.03,43634913722240.24,81810604418674.03,43634913722240.24,81810604418674.03
0.618,0.1355988448050351,0.006999999999999999,20156381882675.656,72240840727304.78,20156381882675.656,72240840727304.78,20156381882675.656,72240840727304.78,20156381882675.656,72240840727304.78
0.619,0.1358182604115157,0.006999999999999999,5156547088996.958,66018271011700.63,5156547088996.958,66018271011700.63,5156547088996.958,66018271011700.63,5156547088996.958,66018271011700.63
0.62,0.13603767601799635,0.006999999999999999,10480575879.135822,63675181355169.38,10480575879.135822,63675181355169.38,10480575879.135822,63675181355169.38,10480575879.135822,63675181355169.38
0.621,0.136257091624477,0.006999999999999999,5123222749996.726,65357343218721.195,5123222749996.726,65357343218721.195,5123222749996.726,65357343218721.195,5123222749996.726,65357343218721.195
0.622,0.13647650723095764,0.006999999999999999,19896550512523.305,70819092942617.28,19896550512523.305,70819092942617.28,19896550512523.305,70819092942617.28,19896550512523.305,70819092942617.28
0.623,0.13669592283743828,0.006999999999999999,42793813462361.38,79450841623715.88,42793813462361.38,79450841623715.88,42793813462361.38,79450841623715.88,42793813462361.38,79450841623715.88
0.624,0.13691533844391893,0.006999999999999999,71495882239858.06,90340469421702.0,71495882239858.06,90340469421702.0,71495882239858.06,90340469421702.0,71495882239858.06,90340469421702.0
0.625,0.13713475405039954,0.006999999999999999,103132412226133.0,102368886627614.78,103132412226133.0,102368886627614.78,103132412226133.0,102368886627614.78,103132412226133.0,102368886627614.78
0.626,0.1373541696568802,0.006999999999999999,134565383053458.45,114319338918305.11,134565383053458.45,114319338918305.11,134565383053458.45,114319338918305.11,134565383053458.45,114319338918305.11
0.627,0.13757358526336083,0.006999999999999999,162696924773237.9,124998120574545.27,162696924773237.9,124998120574545.27,162696924773237.9,124998120574545.27,162696924773237.9,124998120574545.27
0.628,0.13779300086984148,0.006999999999999999,184771252905457.25,133350035492407.56,184771252905457.25,133350035492407.56,184771252905457.25,133350035492407.56,184771252905457.25,133350035492407.56
0.629,0.13801241647632212,0.006999999999999999,198641302622786.62,138559573470797.98,198641302622786.62,138559573470797.98,198641302622786.62,138559573470797.98,198641302622786.62,138559573470797.98
0.63,0.13823183208280276,0.006999999999999999,202974283171006.34,140127230609730.92,202974283171006.34,140127230609730.92,202974283171006.34,140127230609730.92,202974283171006.34,140127230609730.92
0.631,0.1384512476892834,0.006999999999999999,197376494965774.25,137914235087797.2,197376494965774.25,137914235087797.2,197376494965774.25,137914235087797.2,197376494965774.25,137914235087797.2
0.632,0.13867066329576402,0.006999999999999999,182425750884368.25,132151560245822.4,182425750884368.25,132151560245822.4,182425750884368.25,132151560245822.4,182425750884368.25,132151560245822.4
0.633,0.13889007890224467,0.006999999999999999,159608828183968.5,123413142108555.64,159608828183968.5,123413142108555.64,159608828183968.5,123413142108555.64,159608828183968.5,123413142108555.64
0.634,0.1391094945087253,0.006999999999999999,131170655507242.62,112554235463952.28,131170655507242.62,112554235463952.28,131170655507242.62,112554235463952.28,131170655507242.62,112554235463952.28
0.635,0.13932891011520596,0.006999999999999999,99890504712754.92,100626684207517.31,99890504712754.92,100626684207517.31,99890504712754.92,100626684207517.31,99890504712754.92,100626684207517.31
0.636,0.1395483257216866,0.006999999999999999,68807479168860.19,88773476851511.22,68807479168860.19,88773476851511.22,68807479168860.19,88773476851511.22,68807479168860.19,88773476851511.22
0.637,0.13976774132816724,0.006999999999999999,40922393790571.24,78116275771775.38,40922393790571.24,78116275771775.38,40922393790571.24,78116275771775.38,40922393790571.24,78116275771775.38
0.638,0.13998715693464786,0.006999999999999999,18905273140051.508,69646559348282.195,18905273140051.508,69646559348282.195,18905273140051.508,69646559348282.195,18905273140051.508,69646559348282.195
0.639,0.1402065725411285,0.006999999999999999,4836961455207.946,64130767540681.17,4836961455207.946,64130767540681.17,4836961455207.946,64130767540681.17,4836961455207.946,64130767540681.17
0.64,0.14042598814760915,0.006999999999999999,9832007771.276966,62038436634581.91,9832007771.276966,62038436634581.91,9832007771.276966,62038436634581.91,9832007771.276966,62038436634581.91
0.641,0.1406454037540898,0.006999999999999999,4806662108927.37,63500247538057.04,4806662108927.37,63500247538057.04,4806662108927.37,63500247538057.04,4806662108927.37,63500247538057.04
0.642,0.14086481936057044,0.006999999999999999,18668996923189.66,68299538033342.67,18668996923189.66,68299538033342.67,18668996923189.66,68299538033342.67,18668996923189.66,68299538033342.67
0.643,0.14108423496705108,0.006999999999999999,40157526494265.79,75897727604222.14,40157526494265.79,75897727604222.14,40157526494265.79,75897727604222.14,40157526494265.79,75897727604222.14
0.644,0.1413036505735317,0.006999999999999999,67098010615773.04,85490756441164.38,67098010615773.04,85490756441164.38,67098010615773.04,85490756441164.38,67098010615773.04,85490756441164.38
0.645,0.14152306618001234,0.006999999999999999,96797983186926.6,96090657737216.23,96797983186926.6,96090657737216.23,96797983186926.6,96090657737216.23,96797983186926.6,96090657737216.23
0.646,0.14174248178649299,0.006999999999999999,126312656819198.97,106624007577921.36,126312656819198.97,106624007577921.36,126312656819198.97,106624007577921.36,126312656819198.97,106624007577921.36
0.647,0.14196189739297363,0.006999999999999999,152733784528419.72,116037451376335.62,152733784528419.72,116037451376335.62,152733784528419.72,116037451376335.62,152733784528419.72,116037451376335.62
0.648,0.14218131299945427,0.006999999999999999,173473159763547.8,123400192629344.33,173473159763547.8,123400192629344.33,173473159763547.8,123400192629344.33,173473159763547.8,123400192629344.33
0.649,0.14240072860593492,0.006999999999999999,186513135075051.7,127994489688403.55,186513135075051.7,127994489688403.55,186513135075051.7,127994489688403.55,186513135075051.7,127994489688403.55
0.65,0.14262014421241553,0.006999999999999999,190599927997050.78,129378935210136.7,190599927997050.78,129378935210136.7,190599927997050.78,129378935210136.7,190599927997050.78,129378935210136.7
0.651,0.14283955981889618,0.006999999999999999,185361213114373.03,127430084675939.11,185361213114373.03,127430084675939.11,185361213114373.03,127430084675939.11,185361213114373.03,127430084675939.11
0.652,0.14305897542537682,0.006999999999999999,171336998492757.03,122350303054087.39,171336998492757.03,122350303054087.39,171336998492757.03,122350303054087.39,171336998492757.03,122350303054087.39
0.653,0.14327839103185747,0.006999999999999999,149921310431795.8,114643877504842.42,149921310431795.8,114643877504842.42,149921310431795.8,114643877504842.42,149921310431795.8,114643877504842.42
0.654,0.1434978066383381,0.006999999999999999,123220925108151.27,105064640912547.5,123220925108151.27,105064640912547.5,123220925108151.27,105064640912547.5,123220925108151.27,105064640912547.5
0.655,0.14371722224481875,0.006999999999999999,93845438122328.73,94539698744580.33,93845438122328.73,94539698744580.33,93845438122328.73,94539698744580.33,93845438122328.73,94539698744580.33
0.656,0.14393663785129937,0.006999999999999999,64649572066502.88,84075594897619.3,64649572066502.88,84075594897619.3,64649572066502.88,84075594897619.3,64649572066502.88,84075594897619.3
0.657,0.14415605345778001,0.006999999999999999,38453152361605.875,74661270184604.28,38453152361605.875,74661270184604.28,38453152361605.875,74661270184604.28,38453152361605.875,74661270184604.28
0.658,0.14437546906426066,0.006999999999999999,17766203761265.008,67171477663280.08,17766203761265.008,67171477663280.08,17766203761265.008,67171477663280.08,17766203761265.008,67171477663280.08
0.659,0.1445948846707413,0.006999999999999999,4545952269371.005,62283024082142.15,4545952269371.005,62283024082142.15,4545952269371.005,62283024082142.15,4545952269371.005,62283024082142.15
0.66,0.14481430027722195,0.006999999999999999,9241345755.057297,60411376407795.71,9241345755.057297,60411376407795.71,9241345755.057297,60411376407795.71,9241345755.057297,60411376407795.71
0.661,0.1450337158837026,0.006999999999999999,4518322595990.294,61673507330090.27,4518322595990.294,61673507330090.27,4518322595990.294,61673507330090.27,4518322595990.294,61673507330090.27
0.662,0.1452531314901832,0.006999999999999999,17550714648310.217,65880231565125.42,17550714648310.217,65880231565125.42,17550714648310.217,65880231565125.42,17550714648310.217,65880231565125.42
0.663,0.14547254709666385,0.006999999999999999,37755558732860.195,72558427320925.97,37755558732860.195,72558427320925.97,37755558732860.195,72558427320925.97,37755558732860.195,72558427320925.97
0.664,0.1456919627031445,0.006999999999999999,63090447720667.39,81000810804280.75,63090447720667.39,81000810804280.75,63090447720667.39,81000810804280.75,63090447720667.39,81000810804280.75
0.665,0.14591137830962514,0.006999999999999999,91024892434257.7,90339040758913.33,91024892434257.7,90339040758913.33,91024892434257.7,90339040758913.33,91024892434257.7,90339040758913.33
0.666,0.14613079391610578,0.006999999999999999,118790172983811.23,99626542418319.61,118790172983811.23,99626542418319.61,118790172983811.23,99626542418319.61,118790172983811.23,99626542418319.61
0.667,0.14635020952258643,0.006999999999999999,143650920973336.28,107933540571296.53,143650920973336.28,107933540571296.53,143650920973336.28,107933540571296.53,143650920973336.28,107933540571296.53
0.668,0.14656962512906704,0.006999999999999999,163171807771081.9,114437069530277.52,163171807771081.9,114437069530277.52,163171807771081.9,114437069530277.52,163171807771081.9,114437069530277.52
0.669,0.1467890407355477,0.006999999999999999,175453352146834.94,118500099689180.56,175453352146834.94,118500099689180.56,175453352146834.94,118500099689180.56,175453352146834.94,118500099689180.56
0.67,0.14700845634202833,0.006999999999999999,179314029472040.88,119731129431849.92,179314029472040.88,119731129431849.92,179314029472040.88,119731129431849.92,179314029472040.88,119731129431849.92
0.671,0.14722787194850898,0.006999999999999999,174401240054986.9,118019258947032.1,174401240054986.9,118019258947032.1,174401240054986.9,118019258947032.1,174401240054986.9,118019258947032.1
0.672,0.14744728755498962,0.006999999999999999,161220738516631.66,113541429900708.0,161220738516631.66,113541429900708.0,161220738516631.66,113541429900708.0,161220738516631.66,113541429900708.0
0.673,0.14766670316147026,0.006999999999999999,141082142351685.38,106742047438109.3,141082142351685.38,106742047438109.3,141082142351685.38,106742047438109.3,141082142351685.38,106742047438109.3
0.674,0.14788611876795088,0.006999999999999999,115966338314259.05,98285312942801.16,115966338314259.05,98285312942801.16,115966338314259.05,98285312942801.16,115966338314259.05,98285312942801.16
0.675,0.14810553437443152,0.006999999999999999,88328189119233.84,88987663137615.25,88328189119233.84,88987663137615.25,88328189119233.84,88987663137615.25,88328189119233.84,88987663137615.25
0.676,0.14832494998091217,0.006999999999999999,60854174189375.586,79738471106406.2,60854174189375.586,79738471106406.2,60854174189375.586,79738471106406.2,60854174189375.586,79738471106406.2
0.677,0.1485443655873928,0.006999999999999999,36198877142079.82,71411524939507.06,36198877142079.82,71411524939507.06,36198877142079.82,71411524939507.06,36198877142079.82,71411524939507.06
0.678,0.14876378119387346,0.006999999999999999,16726153706090.047,64780219748630.96,16726153706090.047,64780219748630.96,16726153706090.047,64780219748630.96,16726153706090.047,64780219748630.96
0.679,0.1489831968003541,0.006999999999999999,4280203471317.996,60443519490882.55,4280203471317.996,60443519490882.55,4280203471317.996,60443519490882.55,4280203471317.996,60443519490882.55
0.68,0.14920261240683472,0.006999999999999999,8701880091.438278,58768810368361.76,8701880091.438278,58768810368361.76,8701880091.438278,58768810368361.76,8701880091.438278,58768810368361.76
0.681,0.14942202801331536,0.006999999999999999,4254938891250.4375,59858459484610.29,4254938891250.4375,59858459484610.29,4254938891250.4375,59858459484610.29,4254938891250.4375,59858459484610.29
0.682,0.149641443619796,0.006999999999999999,16529078647937.523,63547323990436.12,16529078647937.523,63547323990436.12,16529078647937.523,63547323990436.12,16529078647937.523,63547323990436.12
0.683,0.14986085922627665,0.006999999999999999,35560876230951.27,69419781439397.766,35560876230951.27,69419781439397.766,35560876230951.27,69419781439397.766,35560876230951.27,69419781439397.766
0.684,0.1500802748327573,0.006999999999999999,59428227432128.64,76853240356389.98,59428227432128.64,76853240356389.98,59428227432128.64,76853240356389.98,59428227432128.64,76853240356389.98
0.685,0.15029969043923794,0.006999999999999999,85748562913188.5,85081229650109.1,85748562913188.5,85081229650109.1,85748562913188.5,85081229650109.1,85748562913188.5,85081229650109.1
0.686,0.15051910604571855,0.006999999999999999,111914043929280.94,93269684069035.42,111914043929280.94,93269684069035.42,111914043929280.94,93269684069035.42,111914043929280.94,93269684069035.42
0.687,0.1507385216521992,0.006999999999999999,135347355787939.9,100598887275803.02,135347355787939.9,100598887275803.02,135347355787939.9,100598887275803.02,135347355787939.9,100598887275803.02
0.6880000000000001,0.15095793725867984,0.006999999999999999,153753022108265.06,106342964137756.61,153753022108265.06,106342964137756.61,153753022108265.06,106342964137756.61,153753022108265.06,106342964137756.61
0.6890000000000001,0.15117735286516049,0.006999999999999999,165339747009954.9,109939520815162.56,165339747009954.9,109939520815162.56,165339747009954.9,109939520815162.56,165339747009954.9,109939520815162.56
0.6900000000000001,0.15139676847164113,0.006999999999999999,168992262221949.56,111041224870597.27,168992262221949.56,111041224870597.27,168992262221949.56,111041224870597.27,168992262221949.56,111041224870597.27
0.6910000000000001,0.15161618407812177,0.006999999999999999,164376208109251.2,109545645200524.25,164376208109251.2,109545645200524.25,164376208109251.2,109545645200524.25,164376208109251.2,109545645200524.25
0.6920000000000001,0.1518355996846024,0.006999999999999999,151966206826048.97,105606157732091.62,151966206826048.97,105606157732091.62,151966206826048.97,105606157732091.62,151966206826048.97,105606157732091.62
0.6930000000000001,0.15205501529108303,0.006999999999999999,132994836387187.61,99613080492076.56,132994836387187.61,99613080492076.56,132994836387187.61,99613080492076.56,132994836387187.61,99613080492076.56
0.6940000000000001,0.15227443089756368,0.006999999999999999,109327944540986.47,92151129926999.03,109327944540986.47,92151129926999.03,109327944540986.47,92151129926999.03,109327944540986.47,92151129926999.03
0.6950000000000001,0.15249384650404432,0.006999999999999999,83278895870796.11,83939913583689.11,83278895870796.11,83939913583689.11,83278895870796.11,83939913583689.11,83278895870796.11,83939913583689.11
0.6960000000000001,0.15271326211052497,0.006999999999999999,57380230022268.41,75764191923847.81,57380230022268.41,75764191923847.81,57380230022268.41,75764191923847.81,57380230022268.41,75764191923847.81
0.6970000000000001,0.1529326777170056,0.006999999999999999,34135256732073.465,68395647710428.055,34135256732073.465,68395647710428.055,34135256732073.465,68395647710428.055,34135256732073.465,68395647710428.055
0.6980000000000001,0.15315209332348623,0.006999999999999999,15773940232321.518,62517738552933.14,15773940232321.518,62517738552933.14,15773940232321.518,62517738552933.14,15773940232321.518,62517738552933.14
0.6990000000000001,0.15337150892996687,0.006999999999999999,4036866278003.779,58660608740125.46,4036866278003.779,58660608740125.46,4036866278003.779,58660608740125.46,4036866278003.779,58660608740125.46
0.7000000000000001,0.15359092453644752,0.006999999999999999,8207845181.422263,57151256989367.234,8207845181.422263,57151256989367.234,8207845181.422263,57151256989367.234,8207845181.422263,57151256989367.234
0.7010000000000001,0.15381034014292816,0.006999999999999999,4013704516122.47,58084246567933.81,4013704516122.47,58084246567933.81,4013704516122.47,58084246567933.81,4013704516122.47,58084246567933.81
0.7020000000000001,0.1540297557494088,0.006999999999999999,15593235446567.207,61315460170519.5,15593235446567.207,61315460170519.5,15593235446567.207,61315460170519.5,15593235446567.207,61315460170519.5
0.7030000000000001,0.15424917135588945,0.006999999999999999,33550233157422.516,66479160503568.695,33550233157422.516,66479160503568.695,33550233157422.516,66479160503568.695,33550233157422.516,66479160503568.695
0.704,0.15446858696237006,0.006999999999999999,56072675647465.664,73025986554760.42,56072675647465.664,73025986554760.42,56072675647465.664,73025986554760.42,56072675647465.664,73025986554760.42
0.705,0.15468800256885068,0.006999999999999999,80913441061409.84,80278934474023.97,80913441061409.84,80278934474023.97,80913441061409.84,80278934474023.97,80913441061409.84,80278934474023.97
0.706,0.15490741817533132,0.006999999999999999,105612087457605.23,87500844910560.95,105612087457605.23,87500844910560.95,105612087457605.23,87500844910560.95,105612087457605.23,87500844910560.95
