phi_deg,disabled: none,disabled L=0.10,disabled L=0.10..0.20,disabled L=0.10..0.30,disabled L=0.10..0.40,disabled L=0.10..0.50,disabled L=0.10..0.60,disabled L=0.10..0.70,disabled L=0.10..0.80,disabled L=0.10..0.90,disabled L=0.10..1.00,disabled L=0.10..1.10,disabled L=0.10..1.20,disabled L=0.10..1.30,disabled L=0.10..1.40,disabled L=0.10..1.50,disabled L=0.10..1.60,disabled L=0.10..1.70,disabled L=0.10..1.80,disabled L=0.10..1.90,disabled L=0.10..2.00,disabled L=0.10..2.10,disabled L=0.10..2.20,disabled L=0.10..2.30,disabled L=0.10..2.40,disabled L=0.10..2.50,disabled L=0.10..2.60,disabled L=0.10..2.70,disabled L=0.10..2.80,disabled L=0.10..2.90,disabled L=0.10..3.00,disabled L=0.10..3.10,disabled L=0.10..3.20,disabled L=0.10..3.30,disabled L=0.10..3.40,disabled L=0.10..3.50,disabled L=0.10..3.60,disabled L=0.10..3.70,disabled L=0.10..3.80,disabled L=0.10..3.90,disabled L=0.10..4.00,disabled L=0.10..4.10,disabled L=0.10..4.20,disabled L=0.10..4.30,disabled L=0.10..4.40,disabled L=0.10..4.50,disabled L=0.10..4.60,disabled L=0.10..4.70,disabled L=0.10..4.80,disabled L=0.10..4.90,disabled L=0.10..5.00,disabled L=0.10..5.10,disabled L=0.10..5.20,disabled L=0.10..5.30,disabled L=0.10..5.40,disabled L=0.10..5.50,disabled L=0.10..5.60,disabled L=0.10..5.70,disabled L=0.10..5.80,disabled L=0.10..5.90,disabled L=0.10..6.00
-4.75,1.131163541260421e+16,1.1311433213055504e+16,3020373230538278.0,1171353292767715.2,509064778055220.0,291673610869455.56,166748170582140.78,79581288150487.23,27159222973106.86,32368749989.15375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4.25,1.1404672022328228e+16,1.1404467745288362e+16,3180288084282178.5,1334284799151899.2,614088842855593.4,308187788773217.06,183536306647545.7,94791341737805.94,32710321339333.117,72317247642.7039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.75,1.3683394279532436e+16,1.368303861659348e+16,3264207959080081.0,1443910727486609.8,711024761728078.9,361962362190039.6,186988380924889.62,98279770127954.78,35607521794495.79,114156314928.80818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.25,1.7939505722760566e+16,1.7939082253504072e+16,3349725212449718.0,1494850185928067.0,771992386589188.5,417559721925497.56,217029714451777.88,102127382908705.81,36033988706857.46,122840914955.77182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.75,1.9773071208911744e+16,1.9772647663183596e+16,4051969294913366.5,1518120256973190.8,795912140083581.5,445498494537840.25,242932885437371.7,120238868014670.84,39814210328956.18,75052231222.75888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.25,2.027792918824776e+16,2.0277505721233452e+16,4550722831372247.0,1701407653599006.5,799915842282965.5,445975727369752.75,245207164923557.28,122577869897485.31,41272587567360.195,35447837758.01025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.75,2.0512084419487616e+16,2.051165732411849e+16,4705933049883615.0,1855917351063582.0,883920867700314.5,462748547586884.2,245455554526255.06,122502498338726.88,41516588498574.484,36854405277.298706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.25,2.052869624361367e+16,2.052827175576236e+16,4747768498553229.0,1886871703302749.0,913701409217112.4,487357620511642.1,259083930388231.1,127223844588326.84,44482785729815.586,14878373567.989174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.75,2.0500048153813516e+16,2.0499623758344148e+16,4743635898871649.0,1890338509605445.8,917102720069842.2,490330283035226.25,261871663117379.62,129918106863636.16,46287938636423.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.25,2.0496327340426416e+16,2.04959030050679e+16,4742146804290556.0,1889253552548792.8,916478436976590.9,490229395172243.06,261926707295466.97,130030545095634.97,46425165943957.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,1.9702313461278268e+16,1.9701889512125144e+16,4274604523822610.5,1699748248411302.2,842606457319742.4,459771619481659.4,247150355577735.56,122955124859960.83,43605393981328.336,97639800911.90016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,8867994933895013.0,8867842155955283.0,2924150433043818.5,1401084979327362.2,762154796226807.4,434612641921850.4,236938880222870.53,118604143045203.81,42002750573273.75,150698368130.40042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.25,8636467856552639.0,8636335929991708.0,2925626201859278.0,1402271379115447.5,763204489133360.2,434895641364610.3,236856623292304.22,118386814889205.69,41774689475450.336,148273579495.26114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.75,8633464975666789.0,8633333027818574.0,2921701836279957.5,1393170254375887.2,751965506059117.9,424256650326154.94,226670566094538.03,109560391603764.98,37346510676770.57,190768062116.39056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,8586584839132090.0,8586452797565238.0,2841288353558795.0,1313619597396577.2,675525453112893.9,353105211981171.1,186153405267146.47,98371171939332.11,34328517785968.69,207490795234.2758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.75,8359793248664246.0,8359659190570950.0,2610962546169539.0,1090359742549298.0,494478772479741.56,301879708264527.7,182873325012601.66,98118403692709.52,34102161996615.645,198692903095.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.25,7898476395142433.0,7898344745363760.0,2202869273562844.2,778391942853078.9,455047667999952.0,293587593870299.56,173170360072187.78,88746395758131.4,28371812162620.81,75668049702.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,7059505502706481.0,7059374025231854.0,1429031483488914.5,682716545690452.4,418473817363222.75,254693875345184.6,135845927936418.58,62762047260419.266,24877674119226.234,33293440815.96678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.25,5478767248872881.0,5478635756923741.0,1035158827732398.5,632089253183312.1,363271612875318.94,202078520740690.8,108500976230118.3,61132174327606.55,24441892263478.227,30947315999.526756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.75,3127712163727027.5,3127613998280257.0,964536186081515.9,564127995546806.2,298421876134692.9,161674160590479.56,101958472517169.88,54458894146331.01,19307416062502.105,134117395917.28244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,1859522198657531.5,1859498793794496.5,874272276282324.1,469509734216859.25,219633286645775.16,142961430408502.9,83379192283609.56,38349641155084.85,14271706750127.314,154997980489.42136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,1720556652975076.5,1720542479876684.2,744091559417650.8,345708050421278.7,184670633687051.22,120491302363014.23,61777176282906.01,33484556349066.027,13860769265771.256,139055776822.8716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.25,1615304972869902.5,1615290075046929.8,611047271480550.2,255718069812990.66,164878060764139.38,100165790516239.02,52710541055716.38,29910640784204.633,10672495544934.22,97240633864.65417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,1501733057642521.0,1501717890427696.5,492265814377588.75,226188490507332.7,139186060182959.53,79271785480833.1,47778730643642.016,24537580558025.543,8859154329478.834,85176380881.34009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.25,1370280608364587.0,1370264765455758.8,382284607991279.75,208261745869696.53,121517831550732.14,73446961343553.17,43290976082391.555,23127706044631.523,8653792399814.15,72923914940.48671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.75,1210567031599978.0,1210551249430569.0,328396597705572.2,186282572122556.1,104604144483666.28,66136960094218.484,37381381954425.914,21735315208141.46,7106890658598.266,72552534166.61362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,1021637238432297.6,1021621900835330.1,305915930260112.2,161457629761928.44,92420890825340.23,53561967477686.48,32185755993257.625,19195639431624.965,6805610412121.981,65019487162.159256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,846323823920354.2,846309053894964.1,295328571267666.94,151385167755634.16,86259923003576.6,47538129540175.484,28387867882278.67,15612066191695.77,6938574661744.335,51695619424.53785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.25,708857542894201.0,708845029497457.8,273392059066343.44,140385225373606.52,79630912083048.08,46305890505222.51,26464172617583.254,14737281135814.59,6002732277975.96,122958477559.84535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.75,585858258326039.0,585849513093624.0,242102740416652.03,131978035633519.66,68899688607576.05,44249816395698.21,23622869841241.035,12768826039721.94,4750218657429.042,133291925246.49925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.25,554410637885251.5,554403543690920.7,207606419103367.72,118801267293217.47,58349203740605.375,39529497835836.71,21183680361432.69,10917927200108.592,4726893434847.038,112098032515.92981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.75,546112448956061.56,546105945626532.6,187668027989643.03,101227719103340.58,51373536308886.29,33726567767170.33,17512084328286.91,8973703229273.896,4142148255376.001,168063927770.70822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.25,515834259531345.8,515826854101641.94,153399274337213.0,79173973661581.62,46586843584758.49,29153525161749.508,14467433811451.203,8267293668456.053,3770952451145.336,91325502013.87358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.75,505743210379805.56,505735139444602.6,145872455540604.16,71989956227086.84,47963733498708.8,28964049960506.145,14415197652858.145,7612907273515.947,3943831787188.6216,38061203763.58888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.25,497532375011747.06,497523535203191.75,146709952794923.0,70389726972100.17,46864395375893.37,27094095985673.812,14075602798168.506,7072646677615.804,3242443855618.621,29155030661.458736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.75,489382919657414.4,489373535681377.5,141581219047872.66,68237177214533.53,42484492171257.66,23815050788372.33,14148728839435.97,7049703965914.407,2824566818041.097,26576158037.891384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.25,459995245244999.8,459985829130421.6,125487394469991.52,65325424653254.35,38837775935965.71,21300725985911.45,13020998674700.107,6594719543301.796,2828676250527.6655,22176064033.981594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.75,397893709834480.94,397884895411729.0,108169132325573.9,59724968531259.35,33999945693419.71,19694870827309.094,11239152570280.424,5754519531602.62,2468779791084.9824,40846919260.15438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.25,364168353487432.25,364159984819441.7,94177551210350.66,53965722765127.0,30032930817214.3,18705796608812.05,10384398510228.098,5149416881863.665,1872281981077.867,41249839411.57098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.75,338439643163635.5,338432985179708.5,89788029335303.14,50485526766861.94,28087328712746.61,17312612664670.045,9916125250109.21,5338373352177.841,1775629021033.7727,29195250680.6599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.25,326949412041415.7,326943340112017.6,89202165605319.36,49285672882741.33,26874952173753.6,15575871768292.674,8494637258598.687,4576002043836.645,1812442315607.5693,129810476791.69376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.75,305024457968628.0,305019378472939.3,86909657869406.94,48349477312607.96,25609984211373.6,13922029837819.324,7434632574772.982,3920811289672.173,1460953955129.279,113510439235.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.25,295127426764079.1,295123104894345.06,88898870247636.95,47342895149631.72,24543911868212.418,13655035789432.686,7370919877297.526,4307642485711.1685,1527533179465.2805,62335945782.833954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.75,248867243776079.7,248863567669994.5,87837074055730.48,44307655033461.516,21753650223134.586,12362189992532.232,6861918801817.427,4685922862130.399,1893620850385.4304,16063729406.916908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.25,246497194837936.84,246494040763859.88,85974754880189.53,40700201650878.95,21381703685168.793,11939615596400.078,7282835142874.519,4935064241802.551,2268250757282.4087,2645277600.8890734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
